,SoC,Exp,Incremental cost,SoC,Exp,Incremental effect,,ICER
1799,17072.21454,40494.71691,23422.50237,0.311778034,0.575221541,0.263443507,,88909.01356
1800,21784.17014,54592.87673,32808.70659,0.382637836,0.840039075,0.457401239,,71728.50398
1801,22634.90606,49377.31151,26742.40545,0.399686006,0.739934923,0.340248917,,78596.59251
1802,21546.5002,55446.08057,33899.58037,0.308881639,0.70013789,0.391256251,,86642.91069
1803,21323.21212,36766.15127,15442.93914,0.285946396,0.520237145,0.234290749,,65913.56766
1804,20912.32497,46186.17541,25273.85045,0.402538047,0.709621073,0.307083026,,82302.98753
1805,20175.09637,43867.09668,23692.00031,0.356963978,0.727759163,0.370795186,,63895.11306
1806,18801.42114,37841.82428,19040.40315,0.339333502,0.60804386,0.268710358,,70858.46363
1807,21628.54665,58898.63995,37270.0933,0.341792307,0.72846267,0.386670363,,96387.2509
1808,21495.10779,42420.88993,20925.78213,0.330456812,0.632952288,0.302495476,,69177.17381
1809,19742.88047,44282.41007,24539.52961,0.366886781,0.675592627,0.308705846,,79491.62582
1810,20395.98087,43805.63416,23409.65329,0.400813233,0.69501755,0.294204317,,79569.3738
1811,24399.80219,42476.44652,18076.64433,0.341386262,0.649043048,0.307656785,,58755.8773
1812,21122.34319,46365.49094,25243.14775,0.41117668,0.625847196,0.214670516,,117590.1948
1813,19710.85223,44713.16938,25002.31715,0.315898122,0.783848939,0.467950817,,53429.36963
1814,19421.08199,46378.2162,26957.13421,0.34132163,0.628025255,0.286703624,,94024.39293
1815,23057.41206,48942.98979,25885.57773,0.386592047,0.690615094,0.304023047,,85143.47176
1816,19251.80345,47648.40433,28396.60087,0.364301943,0.729658821,0.365356879,,77722.91291
1817,21148.36126,41980.78425,20832.42299,0.352561025,0.649927973,0.297366948,,70056.28275
1818,23883.73424,51288.13103,27404.39679,0.277275696,0.560590549,0.283314853,,96727.70943
1819,23204.84435,53968.4351,30763.59075,0.324043193,0.723341763,0.39929857,,77044.07935
1820,22379.62007,43577.29254,21197.67246,0.351220458,0.685182142,0.333961684,,63473.36673
1821,20830.37555,46349.14035,25518.7648,0.369510342,0.747713884,0.378203542,,67473.62723
1822,20532.33499,43488.47834,22956.14335,0.330931354,0.73057225,0.399640897,,57441.92735
1823,21725.91637,46795.09582,25069.17945,0.366909798,0.736727076,0.369817278,,67788.01572
1824,21514.79098,54854.04328,33339.2523,0.341186251,0.700501416,0.359315164,,92785.54205
1825,20782.51565,44421.01687,23638.50122,0.256534621,0.454647382,0.198112761,,119318.4178
1826,24019.68562,49101.10624,25081.42063,0.335317722,0.768480045,0.433162323,,57903.05229
1827,22298.35679,48415.6751,26117.31831,0.319653841,0.763886693,0.444232852,,58791.95608
1828,20780.55953,42283.99046,21503.43093,0.331157105,0.644981241,0.313824136,,68520.64088
1829,21415.87091,47370.4429,25954.57199,0.367449161,0.684190014,0.316740853,,81942.60933
1830,19813.78723,42260.87551,22447.08828,0.348694418,0.609311753,0.260617335,,86130.44983
1831,19459.38568,43752.99321,24293.60753,0.315082922,0.715603653,0.400520731,,60655.0564
1832,20742.46744,42540.91164,21798.4442,0.346314742,0.726890553,0.380575811,,57277.53465
1833,23582.67403,47312.84926,23730.17523,0.283931687,0.755368389,0.471436702,,50335.86723
1834,22674.8354,48909.34278,26234.50738,0.366203702,0.713205153,0.347001451,,75603.45148
1835,20950.92888,39883.13038,18932.2015,0.364895323,0.596414271,0.231518948,,81773.87507
1836,20405.60809,45270.86044,24865.25235,0.317959686,0.637495481,0.319535795,,77816.79774
1837,23621.5842,43994.69207,20373.10787,0.353586789,0.675295097,0.321708308,,63327.88855
1838,20719.60651,54174.35233,33454.74582,0.378233203,0.794546727,0.416313524,,80359.49811
1839,19213.29367,46461.61117,27248.3175,0.367034165,0.759159002,0.392124837,,69488.88456
1840,18965.77474,49246.17588,30280.40114,0.326269965,0.758252341,0.431982375,,70096.38093
1841,19151.75454,41732.87438,22581.11984,0.318023125,0.608622189,0.290599063,,77705.41171
1842,22067.78571,52333.95909,30266.17338,0.326564131,0.664728314,0.338164183,,89501.41641
1843,21393.60029,48132.99183,26739.39154,0.326892038,0.682978236,0.356086198,,75092.46839
1844,20032.9136,43063.32447,23030.41087,0.426191614,0.636723474,0.21053186,,109391.5706
1845,23484.80722,50854.27558,27369.46836,0.303580758,0.688268124,0.384687366,,71147.30238
1846,21227.45636,48085.98631,26858.52995,0.35510373,0.737938271,0.382834542,,70157.01831
1847,21510.97161,45889.73967,24378.76805,0.333380923,0.671742412,0.338361489,,72049.4763
1848,21030.0634,51397.75845,30367.69506,0.304525282,0.56567967,0.261154387,,116282.5384
1849,21417.24565,49426.79915,28009.5535,0.354487069,0.76088974,0.406402671,,68920.69242
1850,23003.74632,45821.16496,22817.41865,0.286144662,0.624433959,0.338289297,,67449.42525
1851,22551.66957,54312.61458,31760.94502,0.356495049,0.618835163,0.262340114,,121067.8174
1852,19135.99515,48665.97891,29529.98376,0.389091308,0.657349658,0.26825835,,110080.3899
1853,21481.20728,38828.77986,17347.57258,0.264042139,0.473738388,0.209696249,,82727.14789
1854,20500.8771,44606.19142,24105.31431,0.341637695,0.72468555,0.383047856,,62930.29436
1855,18826.27046,42730.01762,23903.74716,0.352466131,0.626222281,0.27375615,,87317.66278
1856,22183.86355,44492.16485,22308.3013,0.327400536,0.59669796,0.269297424,,82838.89606
1857,22238.14317,48021.12972,25782.98654,0.296294975,0.673683855,0.377388881,,68319.41234
1858,19287.22807,42165.47295,22878.24488,0.332869607,0.5733479,0.240478293,,95136.42404
1859,21022.97143,47603.87486,26580.90343,0.340029579,0.644171141,0.304141562,,87396.48495
1860,22424.2061,52647.65221,30223.44612,0.322177696,0.633079225,0.310901529,,97212.27893
1861,21674.53813,50209.42538,28534.88726,0.330634287,0.710532834,0.379898548,,75111.86191
1862,23050.38544,50153.0226,27102.63716,0.34941961,0.74496624,0.395546631,,68519.44888
1863,21099.71954,43883.88715,22784.16761,0.371982367,0.671923085,0.299940718,,75962.23595
1864,20883.10709,43335.74747,22452.64038,0.34619303,0.67815012,0.33195709,,67637.17671
1865,24137.97022,50434.21587,26296.24566,0.381810247,0.662887046,0.281076799,,93555.37609
1866,18565.87566,42065.02878,23499.15312,0.345025854,0.72901127,0.383985416,,61198.03547
1867,20972.82082,42015.17157,21042.35075,0.302711259,0.584946972,0.282235713,,74555.94654
1868,21962.43783,44637.24847,22674.81064,0.356670406,0.69098441,0.334314004,,67824.89039
1869,20186.17307,43383.49674,23197.32367,0.303092078,0.620074595,0.316982517,,73181.71322
1870,19685.94939,50031.37173,30345.42234,0.33471315,0.669009236,0.334296086,,90774.08815
1871,21031.44095,45816.39122,24784.95026,0.317056696,0.670857099,0.353800403,,70053.48224
1872,21555.58977,41538.25358,19982.66381,0.314263429,0.592417836,0.278154407,,71840.18414
1873,21767.01395,46332.62444,24565.61049,0.339369598,0.771982056,0.432612459,,56784.3343
1874,20311.16355,45339.88829,25028.72474,0.370795959,0.728335462,0.357539503,,70002.68377
1875,20256.91849,47249.16006,26992.24157,0.326204078,0.64467663,0.318472552,,84755.31533
1876,21073.20769,43337.40777,22264.20008,0.310265223,0.630471449,0.320206226,,69530.81579
1877,19804.67058,45383.33352,25578.66294,0.29043544,0.60409616,0.31366072,,81548.82415
1878,22818.19639,47912.51814,25094.32175,0.386012816,0.738387325,0.352374508,,71214.91809
1879,21277.04856,45286.67379,24009.62522,0.312285746,0.686267788,0.373982041,,64199.94161
1880,19901.50762,48226.98646,28325.47884,0.290139557,0.580378072,0.290238514,,97593.79773
1881,18252.44489,44588.9803,26336.53541,0.382124011,0.701570626,0.319446615,,82444.24621
1882,22587.29887,48331.91608,25744.61722,0.361415524,0.635249789,0.273834266,,94015.32402
1883,23929.38794,50742.82462,26813.43668,0.359700985,0.68583231,0.326131325,,82216.68578
1884,25923.34277,46777.88793,20854.54516,0.355433631,0.622564982,0.267131351,,78068.50492
1885,19422.85182,42563.78188,23140.93007,0.325892101,0.733752113,0.407860012,,56737.43288
1886,23272.31505,48418.6196,25146.30455,0.300684321,0.698216277,0.397531956,,63256.05828
1887,19620.99434,43931.24639,24310.25205,0.357535932,0.693686748,0.336150816,,72319.4795
1888,20168.01678,44663.7306,24495.71382,0.343822873,0.61066263,0.266839757,,91799.34081
1889,20853.63727,53527.57222,32673.93496,0.324547327,0.729870382,0.405323055,,80612.08099
1890,19830.69105,44185.77007,24355.07902,0.316382525,0.671504492,0.355121967,,68582.29356
1891,23798.32,48101.43397,24303.11396,0.389623988,0.782659877,0.393035889,,61834.33791
1892,20870.50259,39823.18218,18952.67959,0.285039725,0.528171907,0.243132182,,77952.16357
1893,19519.04236,42686.99804,23167.95568,0.404232722,0.675283188,0.271050465,,85474.69437
1894,20698.42612,45159.97389,24461.54776,0.296170582,0.633841731,0.337671149,,72441.92414
1895,23445.99763,44726.60321,21280.60558,0.27882669,0.561487873,0.282661183,,75286.62189
1896,22415.48198,44984.94118,22569.4592,0.372556626,0.714846174,0.342289549,,65936.74652
1897,19790.24783,35311.23665,15520.98881,0.268988879,0.550315618,0.281326739,,55170.68479
1898,20106.14803,41132.62339,21026.47537,0.320555918,0.602549885,0.281993967,,74563.56451
1899,22358.82083,45240.16112,22881.34029,0.300511941,0.746283543,0.445771603,,51329.73962
1900,20342.07123,45488.73595,25146.66472,0.400736088,0.72290176,0.322165672,,78055.07197
1901,25684.08821,51550.35634,25866.26812,0.357422193,0.721360371,0.363938178,,71073.24736
1902,21305.28122,42782.50068,21477.21947,0.330797963,0.639586625,0.308788663,,69553.13474
1903,18879.16671,39851.96236,20972.79565,0.321781372,0.672890487,0.351109115,,59732.98539
1904,18086.99141,43324.88886,25237.89744,0.335997414,0.66104038,0.325042966,,77644.80421
1905,21928.50916,53356.39764,31427.88849,0.260958411,0.597352482,0.336394071,,93425.80969
1906,23246.65543,49919.55275,26672.89732,0.355577189,0.719955559,0.36437837,,73201.09941
1907,20480.85728,39309.41034,18828.55306,0.316726506,0.6291042,0.312377694,,60274.96017
1908,20645.01936,44499.90928,23854.88992,0.384448571,0.677496149,0.293047578,,81402.78804
1909,21379.66183,47861.42202,26481.76019,0.353950716,0.708975796,0.355025079,,74591.23796
1910,17998.14575,40725.20622,22727.06047,0.276735105,0.577934091,0.301198986,,75455.30201
1911,18414.18757,48296.26363,29882.07607,0.335969898,0.625640753,0.289670855,,103158.7248
1912,20343.35198,50186.63156,29843.27958,0.300545348,0.544880546,0.244335197,,122140.7308
1913,21016.89654,42998.75397,21981.85743,0.332146652,0.571333044,0.239186392,,91902.62559
1914,22223.71544,42718.88307,20495.16764,0.302585578,0.540975283,0.238389706,,85973.37536
1915,20503.51306,45394.8735,24891.36044,0.265322813,0.517694831,0.252372018,,98629.63662
1916,18913.3969,38104.84862,19191.45172,0.341153555,0.533572978,0.192419422,,99737.60178
1917,20311.4145,45615.18509,25303.7706,0.281628273,0.566076333,0.28444806,,88957.43768
1918,21218.04201,41357.82774,20139.78573,0.355862009,0.583717428,0.22785542,,88388.44286
1919,22671.37001,48733.75208,26062.38207,0.30359631,0.547116574,0.243520264,,107023.4636
1920,19885.6345,44451.10492,24565.47042,0.310275724,0.613440921,0.303165198,,81029.98171
1921,20025.79701,42771.31282,22745.51581,0.342531131,0.685748675,0.343217543,,66271.42536
1922,20971.63086,39733.29796,18761.6671,0.317487507,0.613700939,0.296213433,,63338.34
1923,27455.18451,57249.47505,29794.29054,0.333525435,0.748167316,0.414641881,,71855.47801
1924,19342.48227,40930.32301,21587.84074,0.319382862,0.634508564,0.315125703,,68505.49022
1925,23188.5825,42048.48835,18859.90585,0.349476014,0.655963282,0.306487268,,61535.69114
1926,23026.16699,46149.0645,23122.89751,0.329130545,0.703581127,0.374450582,,61751.53315
1927,20954.845,43201.75031,22246.90531,0.301948833,0.593655144,0.29170631,,76264.73793
1928,20827.14596,44546.0467,23718.90073,0.317022549,0.67105135,0.354028801,,66997.0936
1929,18921.08016,44519.80099,25598.72082,0.336894551,0.636696041,0.29980149,,85385.56896
1930,22157.03897,42842.20108,20685.16211,0.361369693,0.691726066,0.330356374,,62614.69054
1931,20987.89549,42193.26509,21205.36959,0.355776395,0.642332014,0.286555619,,74000.88568
1932,24073.67021,53100.3577,29026.68748,0.336169466,0.702704385,0.366534919,,79192.14779
1933,20527.96142,52352.06377,31824.10235,0.289983665,0.656532948,0.366549283,,86820.80096
1934,21335.50012,48674.44039,27338.94027,0.327284864,0.595480167,0.268195302,,101936.6858
1935,21715.37225,43740.66594,22025.29369,0.352877138,0.602544933,0.249667795,,88218.40122
1936,20395.29495,46438.69921,26043.40426,0.360285425,0.677500591,0.317215166,,82100.12337
1937,20416.54149,46592.00662,26175.46513,0.324356898,0.634176793,0.309819895,,84486.06942
1938,19514.20878,41006.53422,21492.32544,0.220166877,0.403321271,0.183154394,,117345.399
1939,21900.76658,53311.55561,31410.78902,0.391924661,0.743162943,0.351238282,,89428.71731
1940,24354.53698,46131.19635,21776.65937,0.349985692,0.660853726,0.310868034,,70051.13737
1941,17697.32793,37850.97006,20153.64213,0.332039151,0.609750218,0.277711066,,72570.54027
1942,21724.96118,44038.42192,22313.46074,0.351371466,0.63777731,0.286405845,,77908.53837
1943,18906.42362,53856.56206,34950.13844,0.417972626,0.806551582,0.388578955,,89943.46697
1944,26333.11869,47616.91127,21283.79258,0.388325276,0.718515741,0.330190464,,64459.1376
1945,24022.14883,59435.89433,35413.74551,0.325597576,0.750264616,0.42466704,,83391.79202
1946,19424.17729,45953.22245,26529.04516,0.298219925,0.620415385,0.32219546,,82338.35815
1947,21063.98538,42509.68824,21445.70286,0.374866759,0.62592707,0.251060311,,85420.52207
1948,21940.3879,45878.38656,23937.99866,0.336778813,0.617088172,0.280309359,,85398.49948
1949,22373.44244,48587.4057,26213.96326,0.315994124,0.664230509,0.348236384,,75276.34803
1950,19868.91924,41657.26288,21788.34364,0.302307335,0.636010888,0.333703552,,65292.51336
1951,19213.09467,48869.96131,29656.86663,0.3216171,0.613790392,0.292173292,,101504.3723
1952,20458.38656,49175.52666,28717.1401,0.348868421,0.720878198,0.372009777,,77194.5844
1953,21916.16124,44094.23871,22178.07747,0.374632818,0.658273659,0.28364084,,78190.70571
1954,23501.21729,55105.5161,31604.29881,0.254628582,0.56952136,0.314892778,,100365.2704
1955,19596.27352,38600.4217,19004.14818,0.327700952,0.638880394,0.311179443,,61071.34846
1956,20823.22258,48467.98739,27644.76481,0.372552299,0.696366781,0.323814483,,85372.23091
1957,20608.1784,41912.15122,21303.97283,0.329189136,0.608982618,0.279793482,,76141.77674
1958,19962.89036,47875.52999,27912.63963,0.352002699,0.606620239,0.254617539,,109625.7536
1959,20978.55363,49366.0772,28387.52357,0.388544157,0.707619629,0.319075472,,88968.05328
1960,20508.21703,47500.06023,26991.84321,0.254350141,0.649472004,0.395121863,,68312.70477
1961,23831.59045,49918.96567,26087.37522,0.329645815,0.735178658,0.405532844,,64328.63734
1962,19086.74318,44616.32947,25529.58628,0.365722371,0.643229407,0.277507036,,91996.17664
1963,22238.99453,55110.24378,32871.24924,0.383889788,0.722527541,0.338637753,,97069.06256
1964,19422.5662,38947.21279,19524.64659,0.346181333,0.572575208,0.226393874,,86241.93855
1965,22951.84379,43644.21434,20692.37055,0.342388647,0.640680176,0.298291529,,69369.62176
1966,18716.2123,40136.95057,21420.73827,0.293215983,0.471598398,0.178382416,,120083.239
1967,18211.02817,44228.68219,26017.65402,0.322069368,0.597263628,0.27519426,,94542.86605
1968,19854.63815,43306.92887,23452.29071,0.314423287,0.464344121,0.149920833,,156431.1658
1969,21443.10922,43402.07799,21958.96877,0.444164477,0.687132087,0.24296761,,90378.1732
1970,18891.21335,38901.76573,20010.55238,0.338246155,0.613418817,0.275172662,,72719.98696
1971,20078.23572,46023.18781,25944.95209,0.367350881,0.760315099,0.392964219,,66023.70104
1972,23041.08517,48232.54207,25191.4569,0.318153447,0.74790437,0.429750923,,58618.73831
1973,22322.9261,54406.38276,32083.45666,0.372856472,0.686876662,0.314020189,,102170.0443
1974,22131.87092,34123.21926,11991.34834,0.332002202,0.533426568,0.201424366,,59532.75962
1975,20827.42059,52166.35854,31338.93795,0.356953202,0.774323849,0.417370647,,75086.58838
1976,21660.05179,33592.87284,11932.82105,0.334286074,0.486311223,0.152025149,,78492.41477
1977,22039.82046,43983.2358,21943.41534,0.2904285,0.439347186,0.148918686,,147351.6582
1978,21565.78852,47648.43012,26082.6416,0.367462705,0.733080044,0.365617339,,71338.63423
1979,20770.52768,44066.67021,23296.14253,0.296440904,0.509483885,0.213042981,,109349.4956
1980,19269.11156,36594.17626,17325.06469,0.348355735,0.559649043,0.211293309,,81995.33062
1981,23031.60476,44884.64052,21853.03577,0.345648017,0.797034681,0.451386663,,48413.11793
1982,20816.8391,46637.72493,25820.88583,0.343073081,0.638547405,0.295474324,,87387.91753
1983,21977.06725,51230.3487,29253.28145,0.353616681,0.714370111,0.36075343,,81089.40632
1984,22760.30751,50869.59011,28109.2826,0.34772607,0.762602024,0.414875955,,67753.4629
1985,22636.60033,46915.4333,24278.83296,0.421691613,0.736088372,0.314396758,,77223.54736
1986,20193.82471,49650.70986,29456.88515,0.363700123,0.659332159,0.295632036,,99640.36913
1987,22268.44263,50300.91934,28032.47671,0.306855058,0.664481226,0.357626169,,78384.85878
1988,21336.66394,52502.32,31165.65606,0.328206294,0.730876295,0.402670001,,77397.51155
1989,18763.3442,40710.37749,21947.03329,0.329565231,0.575262671,0.24569744,,89325.44543
1990,23326.94387,47213.88311,23886.93924,0.285012816,0.586422975,0.301410159,,79250.6109
1991,21316.15071,45420.18066,24104.02995,0.413526267,0.69267024,0.279143973,,86349.8132
1992,19569.57629,54818.86081,35249.28451,0.311554545,0.631271047,0.319716502,,110251.6896
1993,21386.51504,45862.25269,24475.73765,0.351086372,0.733420454,0.382334081,,64016.62536
1994,20951.83121,49944.10858,28992.27737,0.337004356,0.727895663,0.390891307,,74169.66529
1995,23439.30701,48320.74387,24881.43687,0.345330504,0.706400911,0.361070407,,68910.20807
1996,21713.75191,53191.78309,31478.03117,0.322847753,0.682689183,0.35984143,,87477.5069
1997,21814.14642,47107.67367,25293.52725,0.308334697,0.594103382,0.285768686,,88510.49294
1998,22970.78225,53443.67606,30472.89381,0.374984264,0.689132469,0.314148205,,97001.64873
1999,22981.25451,40482.32894,17501.07443,0.312897868,0.552257447,0.239359579,,73116.2484
2000,19965.53406,46969.16161,27003.62754,0.359592454,0.733634276,0.374041823,,72194.13958
2001,25193.90878,54328.15369,29134.24491,0.411763603,0.768989302,0.357225699,,81556.96802
2002,20849.25982,45704.57225,24855.31242,0.340370775,0.679905693,0.339534917,,73203.99512
2003,23669.2399,45267.58829,21598.34838,0.366870625,0.647140258,0.280269633,,77062.74902
2004,20328.70874,52432.17146,32103.46272,0.339173645,0.695725998,0.356552353,,90038.56631
2005,21271.47674,45823.83046,24552.35372,0.3328727,0.678950537,0.346077837,,70944.59998
2006,24134.45398,43156.50954,19022.05555,0.310913946,0.65838035,0.347466404,,54745.02098
2007,22320.55965,48523.3536,26202.79394,0.343614189,0.771169705,0.427555516,,61285.12665
2008,19371.787,40361.92798,20990.14098,0.315165649,0.633002396,0.317836746,,66040.63632
2009,21380.31703,44347.275,22966.95797,0.315906719,0.594028934,0.278122215,,82578.65327
2010,23679.23237,49498.1382,25818.90582,0.359934699,0.74452724,0.384592541,,67133.14243
2011,20739.74519,51930.8081,31191.06291,0.377498174,0.736685223,0.359187049,,86837.93859
2012,21261.51369,40927.59285,19666.07916,0.344054937,0.573414513,0.229359576,,85743.44053
2013,20992.68545,45026.13789,24033.45243,0.327884103,0.65938491,0.331500807,,72498.92578
2014,21702.88327,43987.41017,22284.5269,0.367455546,0.662338301,0.294882755,,75570.80407
2015,20835.86701,46751.83343,25915.96643,0.323490593,0.568674337,0.245183744,,105700.1822
2016,22641.32594,47683.56118,25042.23524,0.383793808,0.72395697,0.340163162,,73618.30449
2017,25487.62625,52288.50242,26800.87617,0.363310981,0.720139817,0.356828836,,75108.49302
2018,21521.43682,47700.39423,26178.95741,0.334914105,0.625166972,0.290252867,,90193.62211
2019,23091.41991,49797.81295,26706.39305,0.420285165,0.790412258,0.370127093,,72154.65591
2020,19789.40411,39500.28413,19710.88003,0.3935617,0.69890261,0.30534091,,64553.68212
2021,21447.97728,54647.00068,33199.02341,0.354883722,0.793764508,0.438880786,,75644.74097
2022,22306.13995,42569.19607,20263.05612,0.336245777,0.75409866,0.417852884,,48493.27818
2023,17742.87733,42608.62917,24865.75184,0.330696141,0.666801691,0.33610555,,73981.97324
2024,20227.59967,48206.38636,27978.78669,0.373338506,0.72304468,0.349706174,,80006.55632
2025,21002.54541,44010.64442,23008.099,0.360682823,0.627632427,0.266949604,,86188.92357
2026,22301.23956,44831.83946,22530.5999,0.399000537,0.606438639,0.207438101,,108613.6045
2027,19996.62786,45200.89201,25204.26415,0.297634462,0.581994877,0.284360415,,88634.92519
2028,24080.80276,48896.81197,24816.00921,0.379222737,0.627151887,0.24792915,,100093.1483
2029,18112.61725,33821.67228,15709.05503,0.340240934,0.570772602,0.230531668,,68142.72059
2030,24236.35645,40243.94035,16007.5839,0.382591004,0.68800568,0.305414676,,52412.6218
2031,21350.1346,41822.53969,20472.4051,0.438336729,0.768968855,0.330632126,,61918.9833
2032,18866.10631,41573.38646,22707.28015,0.362660657,0.66325278,0.300592123,,75541.83368
2033,22487.92414,46121.3081,23633.38396,0.372645427,0.553931304,0.181285877,,130365.2793
2034,21519.72875,51471.55669,29951.82794,0.348923419,0.729642561,0.380719142,,78671.71521
2035,23717.74514,42365.70497,18647.95983,0.394808558,0.624494036,0.229685478,,81189.11142
2036,22968.85326,47871.36812,24902.51486,0.379564033,0.67871533,0.299151297,,83243.88053
2037,20295.58041,44828.54115,24532.96074,0.270642545,0.623693836,0.353051291,,69488.37559
2038,21304.77213,46169.02258,24864.25045,0.36892563,0.696543608,0.327617979,,75894.03536
2039,19834.45372,48665.03892,28830.5852,0.289908196,0.694335261,0.404427064,,71287.47738
2040,21096.13552,48475.90702,27379.7715,0.299977022,0.620330953,0.320353931,,85467.25626
2041,21054.98483,40566.15535,19511.17052,0.290934099,0.557830628,0.266896529,,73103.8751
2042,24823.37238,45631.99392,20808.62154,0.307279874,0.650737561,0.343457687,,60585.69168
2043,24211.60683,47340.11013,23128.5033,0.322942021,0.715061034,0.392119012,,58983.37643
2044,19980.87871,38860.396,18879.51729,0.336287028,0.599401264,0.263114236,,71754.06996
2045,19339.53278,54241.43422,34901.90143,0.366285344,0.791747423,0.425462079,,82032.93111
2046,21682.14863,43019.65779,21337.50916,0.312518275,0.625463472,0.312945197,,68182.89383
2047,23060.21423,50146.36532,27086.15108,0.363366498,0.741636564,0.378270066,,71605.32522
2048,19651.89507,38447.88988,18795.99481,0.338285267,0.627296305,0.289011038,,65035.56043
2049,22987.57679,43193.36203,20205.78524,0.305521018,0.586524285,0.281003267,,71905.87307
2050,21281.11057,47489.04423,26207.93366,0.326988208,0.608127824,0.281139616,,93220.35092
2051,20450.99312,52776.10695,32325.11382,0.295150234,0.708251319,0.413101085,,78249.88842
2052,21096.53095,52334.61602,31238.08507,0.372671226,0.865718467,0.493047241,,63357.18463
2053,23543.04146,46086.98171,22543.94025,0.295278292,0.715016264,0.419737971,,53709.55646
2054,20475.13484,38981.64304,18506.5082,0.340476361,0.631215333,0.290738972,,63653.34533
2055,20606.05595,43319.17969,22713.12374,0.306680986,0.628880226,0.32219924,,70494.03269
2056,20274.99022,47199.32129,26924.33107,0.339256697,0.587634388,0.248377691,,108400.7623
2057,21792.59678,43827.56039,22034.96361,0.318790422,0.685042198,0.366251776,,60163.43145
2058,21088.38384,50225.27977,29136.89593,0.352647028,0.769420472,0.416773444,,69910.63454
2059,21904.69146,50298.29945,28393.60799,0.386754423,0.623035593,0.236281169,,120168.7298
2060,17854.78382,47170.95759,29316.17377,0.347123294,0.719224507,0.372101213,,78785.48285
2061,22217.18393,47793.01625,25575.83233,0.361798401,0.68197977,0.32018137,,79879.20206
2062,22921.09601,50248.03301,27326.937,0.249442648,0.508440474,0.258997826,,105510.2947
2063,18749.59151,40432.08055,21682.48903,0.290167512,0.508432204,0.218264691,,99340.34185
2064,21983.58023,50762.69508,28779.11485,0.310948007,0.686569542,0.375621535,,76617.31869
2065,21956.01837,43118.46777,21162.4494,0.3260905,0.531658882,0.205568382,,102946.033
2066,23042.89876,47987.86999,24944.97123,0.332323314,0.693961128,0.361637814,,68977.77346
2067,20928.7035,43805.29319,22876.58969,0.344760048,0.680707197,0.335947148,,68095.79959
2068,20951.53654,43809.39969,22857.86315,0.325935774,0.638811615,0.312875841,,73057.2966
2069,24109.63069,57798.38835,33688.75766,0.356485413,0.781076827,0.424591414,,79343.94464
2070,24400.67958,53658.07612,29257.39654,0.346505184,0.702025771,0.355520587,,82294.52134
2071,19652.73781,40599.79751,20947.0597,0.387472501,0.691609571,0.304137069,,68873.74742
2072,20587.18126,39520.1484,18932.96714,0.335473591,0.621673686,0.286200094,,66152.90321
2073,21059.16711,43567.89883,22508.73171,0.365701865,0.652772144,0.287070279,,78408.4365
2074,23084.0264,49479.63628,26395.60989,0.283468011,0.648050233,0.364582222,,72399.60779
2075,24066.38933,46879.66193,22813.2726,0.355081808,0.722408046,0.367326238,,62106.29748
2076,23945.74278,48670.99141,24725.24863,0.400393686,0.707483863,0.307090177,,80514.61901
2077,20593.54222,52856.16111,32262.61889,0.339985003,0.760973616,0.420988613,,76635.37185
2078,21831.28658,53387.80842,31556.52184,0.373333224,0.698387823,0.325054599,,97080.68102
2079,25513.09892,42792.30562,17279.2067,0.309157042,0.570990065,0.261833023,,65993.22927
2080,23309.80699,41173.26153,17863.45454,0.348472542,0.654451384,0.305978842,,58381.33922
2081,19924.64118,51490.5282,31565.88702,0.394336137,0.752608082,0.358271945,,88105.94139
2082,23336.42509,46953.14128,23616.71619,0.414027071,0.629317824,0.215290753,,109696.8442
2083,21579.92089,45010.87142,23430.95053,0.43787418,0.702691562,0.264817383,,88479.65445
2084,21384.07955,49844.09492,28460.01536,0.312645822,0.724802519,0.412156697,,69051.44466
2085,23565.7191,51186.40452,27620.68542,0.332487158,0.669511881,0.337024723,,81954.47851
2086,25104.56595,46440.91461,21336.34866,0.261009851,0.635659619,0.374649768,,56950.11845
2087,19869.6342,43796.90854,23927.27435,0.36341199,0.636331375,0.272919385,,87671.58243
2088,21858.73197,51908.84204,30050.11007,0.275252783,0.477887144,0.202634361,,148297.2084
2089,21986.32055,47371.66058,25385.34002,0.214811714,0.410379349,0.195567635,,129803.38
2090,21545.65659,45205.25347,23659.59688,0.407977112,0.741702458,0.333725346,,70895.41491
2091,20450.77141,50959.18325,30508.41184,0.33499739,0.693999188,0.359001798,,84981.223
2092,22350.80857,45980.21725,23629.40868,0.394084063,0.687722873,0.29363881,,80470.99996
2093,21302.37681,48030.22902,26727.85221,0.343763154,0.647699283,0.303936129,,87939.04267
2094,21314.49761,42933.9401,21619.4425,0.36941568,0.65649856,0.287082881,,75307.32049
2095,20914.12877,40989.10129,20074.97252,0.33498792,0.619205021,0.284217101,,70632.52862
2096,22072.01117,41971.14964,19899.13847,0.347246975,0.600252975,0.253006001,,78650.85582
2097,22791.51237,43832.62331,21041.11095,0.342652414,0.718061334,0.37540892,,56048.51086
2098,20474.42722,45411.89253,24937.4653,0.319732359,0.592609161,0.272876802,,91387.26743
2099,18830.13954,45045.40899,26215.26945,0.291305344,0.501099529,0.209794185,,124957.0835
2100,21005.66082,44633.73417,23628.07335,0.37070417,0.708974852,0.338270682,,69849.60453
2101,21102.84502,51122.55765,30019.71263,0.302135747,0.603557566,0.30142182,,99593.6945
