"","parameter","strategy","param_val","outcome_val"
"4268","d_c","Standard.of.Care",0.000148332641483326,108803.338633517
"4269","d_c","Standard.of.Care",0.000150546561505466,108746.281371413
"4270","d_c","Standard.of.Care",0.000152760481527605,108689.276997005
"4271","d_c","Standard.of.Care",0.000154974401549744,108632.325444391
"4272","d_c","Standard.of.Care",0.000157188321571883,108575.426647757
"4273","d_c","Standard.of.Care",0.000159402241594022,108518.580541404
"4274","d_c","Standard.of.Care",0.000161616161616162,108461.787059729
"4275","d_c","Standard.of.Care",0.000163830081638301,108405.046137236
"4276","d_c","Standard.of.Care",0.00016604400166044,108348.357708509
"4277","d_c","Standard.of.Care",0.000168257921682579,108291.721708251
"4278","d_c","Standard.of.Care",0.000170471841704718,108235.138071259
"4279","d_c","Standard.of.Care",0.000172685761726858,108178.606732436
"4280","d_c","Standard.of.Care",0.000174899681748997,108122.127626766
"4281","d_c","Standard.of.Care",0.000177113601771136,108065.700689349
"4282","d_c","Standard.of.Care",0.000179327521793275,108009.325855385
"4283","d_c","Standard.of.Care",0.000181541441815414,107953.003060155
"4284","d_c","Standard.of.Care",0.000183755361837554,107896.732239058
"4285","d_c","Standard.of.Care",0.000185969281859693,107840.513327583
"4286","d_c","Standard.of.Care",0.000188183201881832,107784.346261324
"4287","d_c","Standard.of.Care",0.000190397121903971,107728.230975956
"4288","d_c","Standard.of.Care",0.00019261104192611,107672.16740727
"4289","d_c","Standard.of.Care",0.00019482496194825,107616.155491148
"4290","d_c","Standard.of.Care",0.000197038881970389,107560.195163576
"4291","d_c","Standard.of.Care",0.000199252801992528,107504.286360619
"4292","d_c","Standard.of.Care",0.000201466722014667,107448.429018459
"4293","d_c","Standard.of.Care",0.000203680642036806,107392.623073367
"4294","d_c","Standard.of.Care",0.000205894562058946,107336.868461717
"4295","d_c","Standard.of.Care",0.000208108482081085,107281.165119965
"4296","d_c","Standard.of.Care",0.000210322402103224,107225.512984677
"4297","d_c","Standard.of.Care",0.000212536322125363,107169.911992519
"4298","d_c","Standard.of.Care",0.000214750242147502,107114.362080232
"4299","d_c","Standard.of.Care",0.000216964162169642,107058.863184675
"4300","d_c","Standard.of.Care",0.000219178082191781,107003.415242794
"4301","d_c","Experimental.Treatment",0,112750.201256106
"4302","d_c","Experimental.Treatment",0.0000022139200221392,112689.444933279
"4303","d_c","Experimental.Treatment",0.0000044278400442784,112628.74615329
"4304","d_c","Experimental.Treatment",0.0000066417600664176,112568.104843035
"4305","d_c","Experimental.Treatment",0.0000088556800885568,112507.520929543
"4306","d_c","Experimental.Treatment",0.000011069600110696,112446.994339948
"4307","d_c","Experimental.Treatment",0.0000132835201328352,112386.525001506
"4308","d_c","Experimental.Treatment",0.0000154974401549744,112326.112841567
"4309","d_c","Experimental.Treatment",0.0000177113601771136,112265.757787612
"4310","d_c","Experimental.Treatment",0.0000199252801992528,112205.459767229
"4311","d_c","Experimental.Treatment",0.000022139200221392,112145.218708124
"4312","d_c","Experimental.Treatment",0.0000243531202435312,112085.034538098
"4313","d_c","Experimental.Treatment",0.0000265670402656704,112024.907185082
"4314","d_c","Experimental.Treatment",0.0000287809602878096,111964.836577114
"4315","d_c","Experimental.Treatment",0.0000309948803099488,111904.822642346
"4316","d_c","Experimental.Treatment",0.000033208800332088,111844.865309029
"4317","d_c","Experimental.Treatment",0.0000354227203542272,111784.96450554
"4318","d_c","Experimental.Treatment",0.0000376366403763664,111725.120160366
"4319","d_c","Experimental.Treatment",0.0000398505603985056,111665.332202091
"4320","d_c","Experimental.Treatment",0.0000420644804206448,111605.600559423
"4321","d_c","Experimental.Treatment",0.000044278400442784,111545.925161179
"4322","d_c","Experimental.Treatment",0.0000464923204649232,111486.305936289
"4323","d_c","Experimental.Treatment",0.0000487062404870624,111426.742813777
"4324","d_c","Experimental.Treatment",0.0000509201605092016,111367.235722795
"4325","d_c","Experimental.Treatment",0.0000531340805313408,111307.784592596
"4326","d_c","Experimental.Treatment",0.00005534800055348,111248.389352553
"4327","d_c","Experimental.Treatment",0.0000575619205756192,111189.049932127
"4328","d_c","Experimental.Treatment",0.0000597758405977584,111129.766260906
"4329","d_c","Experimental.Treatment",0.0000619897606198976,111070.538268584
"4330","d_c","Experimental.Treatment",0.0000642036806420368,111011.365884967
"4331","d_c","Experimental.Treatment",0.000066417600664176,110952.249039952
"4332","d_c","Experimental.Treatment",0.0000686315206863152,110893.187663563
"4333","d_c","Experimental.Treatment",0.0000708454407084544,110834.181685933
"4334","d_c","Experimental.Treatment",0.0000730593607305936,110775.231037282
"4335","d_c","Experimental.Treatment",0.0000752732807527328,110716.335647959
"4336","d_c","Experimental.Treatment",0.000077487200774872,110657.495448412
"4337","d_c","Experimental.Treatment",0.0000797011207970112,110598.710369205
"4338","d_c","Experimental.Treatment",0.0000819150408191504,110539.980340989
"4339","d_c","Experimental.Treatment",0.0000841289608412896,110481.305294541
"4340","d_c","Experimental.Treatment",0.0000863428808634288,110422.685160739
"4341","d_c","Experimental.Treatment",0.000088556800885568,110364.119870572
"4342","d_c","Experimental.Treatment",0.0000907707209077072,110305.60935512
"4343","d_c","Experimental.Treatment",0.0000929846409298464,110247.153545584
"4344","d_c","Experimental.Treatment",0.0000951985609519856,110188.75237327
"4345","d_c","Experimental.Treatment",0.0000974124809741248,110130.405769589
"4346","d_c","Experimental.Treatment",0.000099626400996264,110072.113666046
"4347","d_c","Experimental.Treatment",0.000101840321018403,110013.875994266
